item_id	variable_id
553	189
554	190
555	190
556	190
557	190
558	191
559	191
560	191
561	192
562	192
563	192
564	192
565	192
566	192
567	193
568	193
569	193
570	194
571	194
572	194
573	194
574	194
575	194
576	194
577	194
578	194
582	201
583	201
584	201
585	202
586	202
587	202
588	202
589	202
590	203
591	203
592	203
593	203
594	203
595	203
596	204
597	204
598	204
599	204
600	205
601	205
602	205
603	205
604	206
605	206
606	206
607	207
608	207
609	207
610	207
611	207
612	208
613	208
614	208
615	208
616	208
617	208
618	208
628	213
629	213
630	213
631	214
632	214
633	214
634	214
635	215
636	215
637	215
638	215
639	217
640	217
641	217
642	218
643	218
644	218
645	219
646	219
647	219
648	220
649	220
650	220
651	221
652	221
653	221
654	222
655	222
656	222
657	223
658	223
659	223
660	224
661	224
662	224
665	227
666	227
667	227
670	229
671	229
672	229
673	229
674	230
675	230
676	230
677	230
678	231
679	231
680	231
681	232
682	232
683	232
684	232
685	233
686	233
687	233
688	233
689	234
690	234
691	234
692	234
693	234
694	234
695	234
696	235
697	235
698	235
699	235
700	235
701	236
702	236
703	236
704	237
705	237
706	237
707	237
708	238
709	238
710	238
711	239
712	239
713	239
714	239
715	239
725	250
726	250
727	250
729	252
730	253
731	253
732	253
733	253
734	254
736	257
737	257
738	258
739	258
740	258
741	258
742	258
743	259
744	259
745	259
746	259
747	259
748	260
749	260
750	260
751	260
752	261
753	261
754	261
755	262
756	262
757	262
758	263
759	263
760	263
761	263
762	263
763	264
764	264
765	264
766	264
767	264
768	264
769	265
770	265
771	265
772	265
773	265
774	270
775	270
776	270
777	270
778	270
779	271
780	271
781	271
782	271
787	273
788	273
789	274
790	275
791	275
792	275
793	275
794	276
795	276
796	276
797	276
799	278
800	279
802	281
803	281
804	281
805	281
806	281
807	281
808	282
809	282
814	287
815	287
817	288
818	288
819	288
820	288
823	289
824	289
825	289
827	289
828	290
829	290
830	290
832	290
834	290
835	291
836	291
837	291
839	292
840	292
841	293
842	293
843	293
845	294
846	294
853	302
854	302
855	302
856	302
857	302
858	307
859	307
860	307
861	308
862	308
863	308
864	309
865	309
866	309
867	309
868	309
869	309
870	309
871	309
872	309
873	309
874	310
875	310
876	310
877	310
878	310
879	311
880	311
881	311
882	311
889	315
890	315
891	315
892	315
893	316
894	316
895	316
896	316
897	317
898	317
899	317
900	317
901	318
902	318
903	318
904	318
905	319
906	319
907	319
908	319
909	320
910	320
911	320
922	322
923	322
924	322
925	324
926	324
927	324
928	324
929	324
930	324
931	324
932	324
933	325
934	325
935	325
936	325
937	325
938	325
939	325
940	325
941	325
942	325
943	325
944	325
945	325
946	326
947	326
948	326
949	326
950	327
951	327
952	327
953	328
954	328
955	328
956	328
957	329
958	329
959	329
960	329
961	329
962	329
963	330
964	330
965	330
966	331
967	331
968	331
969	331
970	332
971	332
972	332
973	332
974	333
975	333
976	333
979	340
980	340
982	342
983	342
984	342
985	342
986	342
987	342
988	342
989	342
990	342
991	349
1020	374
1021	374
1022	374
1023	374
1026	376
1027	376
1028	376
1029	376
1046	383
1047	383
1048	383
1049	383
1050	384
1051	384
1052	384
1053	384
1054	395
1055	395
1056	395
1057	395
1058	395
1059	395
1060	397
1061	397
1062	397
1063	397
1068	400
1069	400
1070	400
1071	400
1072	403
1073	403
1074	403
1075	403
1076	403
1077	403
1078	403
1079	403
1080	403
1084	405
1085	405
1086	405
1087	405
1091	407
1092	407
1093	407
1094	407
1095	409
1096	409
1097	409
1098	409
1109	421
1110	421
1111	421
1112	421
1113	421
1114	423
1115	423
1116	423
1117	423
1118	423
1119	427
1120	427
1121	427
1122	427
1126	441
1127	441
1132	442
1133	442
1136	446
1137	446
1138	447
1139	447
1140	447
1141	447
1142	447
1143	447
1144	447
1145	447
1146	447
1147	447
1148	448
1149	448
1150	448
1151	449
1152	449
1153	450
1154	450
1155	450
1163	452
1164	452
1180	455
1181	455
1190	457
1191	457
1192	457
1193	457
1194	458
1195	458
1196	459
1197	460
1198	460
1199	460
1200	460
1201	460
1206	467
1207	467
1208	467
1209	467
1210	470
1211	470
1212	470
1213	470
1214	473
1215	473
1216	473
1217	473
1218	473
1226	483
1227	483
1228	483
1235	485
1236	485
1237	485
1238	486
1239	486
1240	486
1241	486
1242	486
1243	487
1244	487
1245	487
1246	487
1247	488
1248	488
1249	488
1253	490
1254	490
1255	490
1259	492
1260	492
1261	492
1262	493
1263	493
1264	493
1265	493
1266	494
1267	494
1268	494
1269	495
1270	495
1271	495
1272	496
1273	496
1274	496
1275	497
1276	497
1277	497
1278	499
1279	499
1280	499
1281	500
1282	500
1283	500
1284	501
1285	501
1286	501
1287	501
1288	502
1289	502
1290	502
1291	502
1292	503
1293	503
1294	503
1309	507
1310	507
1311	507
1312	507
1315	511
1316	511
1317	511
1327	514
1347	529
1348	530
1349	530
1350	530
1351	530
1352	531
1353	531
1354	532
1355	532
1356	532
1357	533
1358	533
1359	534
1360	534
1361	534
1362	534
1375	538
1376	538
1377	538
1378	539
1379	539
1380	540
1381	540
1382	540
1383	541
1384	541
1385	542
1386	542
1387	542
1405	549
1406	549
1407	549
1408	549
1409	549
1410	549
1411	549
1412	549
1413	549
1414	549
1415	549
1416	557
1437	565
1438	565
1439	565
1478	588
1479	588
1480	588
1481	588
1482	589
1483	589
1484	589
1485	590
1486	590
1487	590
1488	590
1491	591
1492	591
1493	591
1494	591
1495	592
1496	592
1497	592
1498	592
1499	592
1500	592
1501	592
1502	597
1503	597
1504	597
1505	597
1506	597
1507	597
1508	598
1509	598
1510	598
1511	598
1512	598
1513	598
1514	599
1515	599
1516	599
1517	599
1518	600
1519	600
1520	600
1521	600
1525	603
1526	603
1527	603
1528	603
1529	603
1530	603
1531	603
1532	603
1533	603
1534	606
1535	606
1536	606
1537	606
1561	638
1562	638
1563	638
1564	638
1565	638
1566	638
1567	638
1568	638
1569	638
1570	638
1571	638
1572	638
1573	638
1574	638
1579	643
1580	643
1581	643
1582	643
1583	643
1584	643
1587	646
1588	646
1589	646
1590	646
1591	646
1592	646
1593	646
1594	646
1595	646
1596	646
1597	646
1598	646
1619	648
1620	648
1621	648
1622	648
1623	648
1624	648
1650	669
1651	669
1652	672
1653	672
1665	681
1666	681
1667	682
1668	684
1669	684
1670	684
1671	684
1672	685
1673	685
1683	687
1684	687
1685	688
1686	688
1687	690
1688	690
1728	742
1729	742
1730	743
1731	743
1732	744
1733	744
1734	745
1735	745
1736	746
1737	746
1738	747
1739	747
1740	747
1741	747
1752	779
1753	779
1754	779
1755	779
1756	779
1757	779
1758	779
1759	781
1760	781
1761	781
1762	781
1763	781
1764	781
1765	786
1766	786
1767	786
1768	786
1773	788
1774	788
1775	788
1776	788
1777	789
1778	789
1779	789
1780	789
1781	789
1782	789
1783	789
1784	789
1785	789
1786	789
1787	789
1788	789
1789	789
1790	789
1791	790
1792	790
1793	790
1794	792
1795	792
1796	792
1797	792
1798	800
1799	800
1800	800
1801	800
1802	800
1803	800
1804	806
1805	807
1836	854
1837	854
1860	879
1862	879
1863	879
1864	881
1865	881
1866	925
1867	925
1868	925
1869	925
1870	925
1871	925
1872	925
1873	926
1882	928
1883	928
1884	928
1885	928
1886	928
1887	929
1888	929
1889	929
1890	929
1891	929
1892	930
1893	930
1894	930
1895	931
1896	931
1897	931
1898	932
1899	932
1900	933
1901	933
1902	933
1903	933
1905	935
1906	935
1907	935
1908	935
4264	2263
4265	2263
4266	2263
4273	2266
4274	2266
7486	4029
7487	4029
7490	4030
7491	4030
7494	4031
7495	4031
7498	4032
7499	4032
7502	4033
7503	4033
7506	4034
7507	4034
7510	4035
7511	4035
7514	4036
7515	4036
7518	4037
7519	4037
7522	4038
7523	4038
7526	4039
7527	4039
7530	4040
7531	4040
7535	4042
7536	4042
17166	82
21074	21065
21075	21065
21076	21065
21077	21065
21078	21065
21079	21065
21080	21065
21081	21065
21082	21065
21083	21065
21084	21065
21085	21065
21086	21065
21087	21065
21088	21065
21089	21065
21107	21095
21108	21095
21109	21095
21110	21095
21111	21096
21112	21096
21113	21096
21114	21096
21115	21097
21116	21097
21117	21097
21118	21097
21119	21098
21120	21098
21121	21098
21122	21099
21123	21099
21124	21099
21125	21099
21126	21100
21127	21100
21128	21100
21129	21100
21130	21101
21131	21101
21132	21101
21133	21101
21134	21102
21135	21102
21136	21102
21137	21102
21138	21105
21139	21105
21140	21105
21141	21105
21142	21106
21143	21106
21144	21106
21145	21106
21154	21124
21155	21124
21156	21124
21157	21124
21158	21125
21159	21125
21160	21125
21161	21125
21162	21125
21163	21126
21164	21126
21165	21127
21166	21127
21167	21128
21168	21128
21335	21228
21336	21228
21337	21228
21338	21228
21339	21228
21340	21229
21341	21229
21342	21229
21343	21229
21344	21229
21384	21234
21385	21234
21386	21234
21387	21234
21388	21234
21408	21244
21409	21244
21410	21244
21411	21244
21412	21244
21413	21250
21414	21250
21415	21250
21416	21250
21417	21250
21418	21251
21419	21251
21420	21251
21421	21251
21422	21251
21423	21252
21424	21252
21425	21252
21426	21252
21427	21252
21428	21252
21429	21252
21430	21252
21431	21253
21432	21253
21433	21253
21434	21253
21435	21253
21436	21253
21437	21253
21438	21253
21439	21254
21440	21254
21441	21254
21442	21254
21443	21254
21444	21254
21445	21254
21484	21302
21485	21302
21486	21302
21514	21304
21515	21305
21516	21305
21519	21329
21520	21329
21521	21329
21522	21329
21531	21333
21532	21333
21533	21333
21534	21333
21535	21333
21536	21334
21537	21334
21538	21334
21539	21334
21540	21335
21541	21335
21542	21336
21543	21336
21544	21336
21545	21336
21546	21336
21547	21336
21548	21336
21549	21336
21572	21373
21573	21373
21574	21373
21575	21373
21576	21373
21577	21373
21578	21373
21579	21373
21580	21373
21581	21373
21582	21373
21712	21622
21713	21626
21714	21626
21715	21631
21716	21634
21717	21634
21721	21663
21722	21663
21723	21663
21724	21664
21725	21664
21726	21664
21742	21681
21743	21681
21744	21681
21745	21682
21746	21682
21747	21682
21748	21683
21749	21683
21750	21683
21751	21684
21752	21684
21753	21685
21754	21685
21755	21686
21756	21686
21757	21686
21758	21687
21759	21687
21760	21687
21761	21688
21762	21688
21763	21688
21764	21689
21765	21689
21766	21689
21767	21697
21768	21697
21769	21699
21770	21699
21771	21699
21772	21699
21773	21699
21774	21700
21775	21700
21776	21700
21777	21700
21778	21700
21779	21705
21780	21705
21781	21705
21782	21706
21783	21706
21784	21706
21785	21708
21786	21708
21787	21708
21788	21708
21789	21708
21790	21710
21791	21710
21792	21710
21793	21711
21794	21711
21795	21711
21796	21711
21797	21712
21798	21712
21799	21712
21800	21712
21801	21713
21802	21713
21803	21713
21804	21713
21805	21714
21806	21714
21807	21714
21808	21715
21809	21715
21810	21715
21811	21716
21812	21716
21813	21716
21814	21750
21815	21750
21816	21750
21817	21750
21818	21750
21819	21752
21820	21752
21821	21752
21822	21752
21823	21752
21824	21752
21825	21752
21826	21753
21827	21753
21828	21754
21829	21754
21830	21755
21831	21755
21832	21755
21833	21756
21834	21756
21835	21756
21836	21756
21837	21756
21838	21757
21839	21757
21840	21757
21841	21758
21842	21758
21844	21759
21845	21762
21846	21762
21847	21762
21848	21762
21849	21763
21850	21763
21851	21763
21852	21764
21853	21764
21854	21764
21855	21765
21856	21765
21857	21765
21858	21766
21859	21766
21860	21766
21861	21767
21862	21767
21863	21767
21864	21768
21865	21768
21867	21769
21868	21769
21869	21769
21870	21769
21871	21770
21872	21770
21873	21770
21874	21770
21875	21771
21876	21771
21877	21771
21878	21771
21879	21772
21880	21772
21881	21772
21882	21772
21883	21773
21884	21773
21885	21773
21886	21773
21887	21774
21888	21774
21889	21774
21890	21788
21891	21788
21892	21788
21893	21788
21894	21788
21895	21789
21896	21789
21897	21789
21898	21790
21899	21790
21900	21791
21901	21791
21902	21791
21903	21791
21904	21792
21905	21792
21906	21792
21907	21792
21908	21792
21909	21792
21910	21792
21911	21792
21912	21792
21913	21792
21914	21792
21915	21792
21916	21792
21917	21792
21918	21792
21919	21792
21920	21792
21921	21792
21922	21793
21923	21793
21924	21793
21925	21793
21926	21793
21927	21793
21928	21793
21929	21793
21930	21793
21931	21793
21932	21793
21933	21793
21934	21794
21935	21794
21936	21794
21937	21794
21938	21794
21939	21794
21940	21794
21941	21794
21942	21794
21943	21794
21944	21794
21945	21794
21946	21794
21947	21794
21953	21799
21954	21799
21955	21799
21956	21800
21957	21800
21958	21800
21959	21800
21960	21802
21961	21802
21962	21802
21963	21802
21964	21804
21965	21804
21966	21804
21967	21806
21968	21806
21969	21806
21970	21806
21971	21807
21972	21807
21973	21807
21974	21808
21975	21808
21976	21808
21977	21808
21978	21808
21979	21808
21980	21809
21981	21809
21982	21810
21983	21810
21984	21810
21985	21811
21986	21811
21987	21811
21988	21811
21989	21811
21990	21811
21991	21812
21992	21812
21993	21812
21994	21813
21995	21814
21996	21814
21997	21815
21998	21817
21999	21817
22000	21817
22001	21817
22002	21821
22003	21821
22004	21821
22005	21821
22006	21823
22007	21823
22008	21823
22009	21823
22010	21824
22011	21824
22012	21825
22013	21825
22014	21825
22015	21825
22016	21826
22017	21826
22018	21827
22019	21827
22020	21828
22021	21828
22022	21828
22023	21829
22024	21829
22025	21829
22026	21829
22027	21830
22028	21830
22029	21830
22030	21831
22031	21831
22032	21832
22033	21832
22034	21832
22035	21832
22036	21833
22037	21838
22038	21838
22039	21838
22040	21838
22041	21838
22042	21840
22043	21840
22044	21840
22045	21841
22046	21841
22047	21843
22048	21843
22049	21843
22050	21843
22051	21843
22052	21846
22053	21846
22054	21846
22055	21846
22056	21847
22057	21847
22058	21848
22059	21848
22060	21848
22061	21848
22062	21848
22063	21849
22064	21849
22087	21882
22088	21882
22089	21882
22090	21882
22091	21883
22092	21883
22093	21883
22094	21884
22095	21884
22096	21884
22097	21884
22098	21885
22099	21885
22100	21885
22101	21886
22102	21886
22103	21886
22104	21886
22105	21887
22106	21887
22107	21887
22108	21887
22109	21887
22110	21888
22111	21888
22112	21888
22113	21888
22114	21891
22115	21891
22116	21894
22117	21894
22118	21894
22119	21894
22120	21894
22121	21895
22122	21895
22123	21895
22124	21895
22125	21895
22126	21897
22127	21897
22128	21897
22129	21897
22130	21897
22131	21897
22132	21897
22136	21910
22137	21910
22138	21910
22139	21911
22140	21911
22141	21911
22152	21943
22153	21943
22154	21943
22155	21943
22156	21943
22157	21943
22158	21944
22159	21944
22160	21944
22161	21944
22162	21944
22163	21944
22164	21945
22165	21945
22166	21945
22167	21945
22168	21945
22169	21945
22170	21946
22171	21946
22172	21946
22173	21946
22174	21946
22175	21946
22176	21947
22177	21947
22178	21947
22179	21947
22180	21952
22181	21952
22182	21952
22183	21952
22184	21953
22185	21953
22186	21953
22187	21953
22188	21954
22189	21954
22190	21954
22191	21954
22192	21955
22193	21955
22194	21955
22195	21955
22196	21955
22197	21956
22198	21956
22199	21956
22200	21963
22201	21963
22202	21963
22203	21963
22206	21966
22272	22004
22273	22004
22274	22004
22275	22005
22276	22005
22277	22005
22278	22006
22279	22006
22280	22006
22281	22007
22282	22007
22283	22007
22284	22008
22285	22008
22286	22008
22287	22009
22288	22009
22289	22009
22290	22010
22291	22010
22292	22010
22293	22010
22294	22011
22295	22011
22296	22011
22297	22012
22298	22012
22299	22012
22300	22012
22301	22013
22302	22013
22303	22013
22304	22013
22305	22014
22306	22014
22307	22014
22308	22014
22310	22014
22311	22015
22312	22015
22313	22015
22314	22015
22315	22016
22316	22016
22317	22016
22318	22016
22319	22017
22320	22017
22321	22017
22322	22017
22323	22018
22324	22018
22325	22018
22326	22018
22327	22019
22328	22019
22329	22019
22330	22020
22331	22020
22332	22020
22333	22021
22334	22021
22335	22022
22336	22022
22337	22023
22338	22023
22339	22023
22340	22023
22341	22023
22342	22023
22343	22023
22344	22023
22345	22024
22346	22024
22347	22025
22348	22025
22349	22025
22350	22025
22351	22025
22352	22026
22353	22026
22354	22026
22355	22026
22356	22027
22357	22027
22358	22028
22359	22028
22360	22028
22361	22028
22362	22028
22363	22028
22364	22028
22365	22028
22366	22028
22367	22029
22368	22029
22369	22029
22370	22029
22371	22029
22372	22029
22373	22029
22374	22029
22375	22029
22376	22030
22377	22030
22378	22031
22379	22031
22380	22031
22381	22031
22382	22031
22383	22031
22384	22031
22385	22032
22386	22032
22387	22032
22388	22032
22389	22032
22390	22033
22391	22033
22392	22033
22393	22033
22394	22035
22395	22035
22396	22038
22397	22038
22398	22038
22399	22039
22400	22039
22401	22039
22402	22040
22403	22040
22404	22040
22405	22040
22406	22041
22407	22041
22408	22041
22409	22042
22410	22042
22411	22042
22412	22043
22413	22043
22414	22043
22415	22044
22416	22044
22417	22044
22418	22044
22419	22044
22420	22044
22421	22044
22422	22044
22423	22045
22424	22045
22425	22046
22426	22046
22427	22046
22428	22046
22429	22046
22441	22064
22442	22064
22443	22067
22444	22067
22445	22067
22446	22067
22447	22067
22448	22067
22449	22067
22450	22067
22455	22073
22456	22073
22457	22074
22458	22075
22654	22584
22655	22584
22656	22584
22657	22591
22658	22591
22659	22595
22660	22595
22661	22595
22662	22601
22663	22601
22664	22601
22665	22601
22666	22601
22667	22601
23178	23440
23179	23440
23180	23440
23181	23441
23182	23441
23183	23441
23184	23441
23185	23442
23186	23442
23187	23442
23241	23572
23242	23572
23243	23573
23244	23582
23245	23582
23246	23582
23247	23583
23248	23583
23249	23583
23250	23583
23251	23584
23252	23584
23253	23584
23254	23584
23255	23590
23256	23590
23257	23592
23258	23592
23259	23593
23260	23593
23261	23593
23262	23593
23263	23593
23264	23593
23265	23593
23266	23593
23267	23593
23268	23593
23269	23593
23270	23594
23271	23594
23272	23594
23274	23596
23275	23597
23276	23597
23277	23597
23278	23598
23279	23598
23280	23598
23281	23600
23282	23600
23283	23600
23284	23602
23285	23602
23286	23602
23308	23612
23309	23612
23310	23612
23311	23612
23312	23613
23313	23613
23314	23613
23315	23613
23316	23614
23317	23614
23318	23614
23319	23614
23320	23615
23321	23615
23322	23615
23323	23615
23333	23676
23334	23676
23335	23676
23336	23676
23337	23677
23338	23678
23339	23678
23340	23689
23341	23690
23347	23718
23348	23719
23349	23720
23350	23720
23351	23720
23358	23729
23359	23729
23360	23729
23361	23729
23362	23730
23363	23730
23364	23730
23365	23730
23366	23731
23367	23731
23368	23732
23369	23732
23370	23732
23371	23732
23372	23732
23373	23732
23374	23732
23375	23732
23376	23732
23377	23732
23378	23733
23379	23733
23380	23733
23381	23733
23382	23733
23383	23734
23384	23734
23385	23734
23386	23734
23387	23734
23388	23734
23389	23734
23390	23734
23391	23734
23392	23735
23393	23735
23394	23735
23395	23735
23396	23735
23397	23735
23398	23735
23399	23736
23400	23736
23401	23736
23406	23740
23407	23740
23408	23741
23409	23742
23410	23742
23411	23743
23412	23744
23413	23744
23414	23745
23415	23745
23416	23746
23417	23746
23418	23746
23419	23746
23420	23747
23421	23747
23422	23747
23423	23747
23424	23748
23425	23748
23426	23748
23427	23748
23428	23749
23429	23749
23430	23749
23431	23749
23432	23750
23433	23750
23434	23750
23435	23750
23436	23751
23437	23751
23438	23751
23439	23751
23440	23752
23441	23752
23442	23752
23443	23752
23444	23753
23445	23753
23446	23756
23447	23756
23448	23757
23449	23758
23450	23758
23451	23759
23452	23760
23453	23760
23454	23761
23455	23761
23456	23762
23457	23762
23458	23762
23459	23762
23460	23762
23461	23762
23462	23763
23463	23763
23464	23763
23465	23763
23466	23764
23467	23764
23468	23764
23469	23764
23470	23765
23471	23765
23472	23765
23473	23765
23474	23766
23475	23766
23476	23766
23477	23766
23478	23767
23479	23767
23480	23767
23481	23767
23482	23768
23483	23768
23484	23768
23485	23768
23486	23769
23487	23769
23488	23769
23489	23770
23490	23770
23491	23772
23492	23780
23493	23780
23494	23780
23495	23780
23496	23780
23497	23780
23498	23780
23499	23780
23500	23780
23501	23835
23502	23835
23503	23835
23504	23835
23505	23835
23506	23835
23507	23835
23508	23836
23509	23836
23510	23836
23511	23836
23512	23839
23513	23839
23514	23839
23515	23840
23516	23840
23517	23840
23518	23842
23519	23843
23520	23843
23521	23843
23522	23844
23523	23844
23524	23844
23525	23845
23526	23846
23527	23847
23528	23848
23529	23849
23530	23850
23531	23850
23532	23850
23533	23850
23534	23852
23535	23852
23536	23852
23537	23852
23538	23852
23539	23852
23540	23852
23545	23855
23546	23855
23547	23855
23548	23855
23549	23855
23550	23855
23551	23855
23552	23855
23553	23856
23554	23856
23555	23856
23556	23856
23557	23856
23558	23856
23559	23856
23560	23856
23561	23856
23562	23857
23563	23857
23564	23857
23565	23857
23566	23858
23567	23858
23568	23858
23569	23858
23570	23858
23571	23859
23572	23859
23573	23859
23574	23859
23575	23859
23576	23859
23577	23859
23578	23860
23579	23860
23580	23860
23581	23860
23582	23889
23583	23889
23584	23889
23585	23889
23586	23889
23587	23889
23588	23890
23589	23890
23590	23890
23591	23891
23592	23891
23597	23982
23598	23982
23599	23982
23600	23982
23601	23982
23602	23982
23603	23982
23604	23983
23605	23983
23606	23983
23607	23983
23608	23983
23609	23983
23610	23983
23611	23985
23612	23985
23613	23985
23614	23985
23615	23985
23616	23985
23617	23997
23618	23997
23619	23997
23620	23998
23621	23998
23622	24012
23623	24012
23624	24012
23625	24012
23626	24013
23627	24013
23628	24013
23629	24013
23630	24014
23631	24014
23632	24015
23633	24015
23634	24015
23635	24016
23636	24016
23637	24016
23638	24016
23639	24017
23640	24017
23641	24017
23642	24018
23643	24018
23644	24018
23645	24018
23676	24083
23677	24083
23678	24083
23679	24083
23680	24084
23681	24084
23682	24084
23683	24084
23684	24084
23685	24084
23686	24085
23687	24085
23688	24085
23689	24085
23690	24086
23691	24086
23692	24087
23693	24087
23694	24087
23695	24087
23700	24090
23701	24090
23702	24090
23703	24090
23704	24090
23710	24093
23714	24095
23720	24099
23721	24104
23737	24165
23738	24165
23739	24167
23740	24167
23741	24167
23742	24168
23743	24169
23744	24169
23745	24169
23746	24169
23747	24170
23748	24170
23749	24171
23750	24171
23751	24171
23752	24172
23753	24172
23754	24173
23755	24173
23785	24327
23786	24327
23787	24327
23788	24327
23789	24327
23790	24327
23791	24327
23792	24327
23793	24328
23794	24328
23795	24328
23796	24328
23797	24328
23798	24329
23799	24329
23800	24329
23801	24330
23802	24331
23803	24331
23804	24331
23805	24331
23806	24332
23807	24332
23808	24332
23832	24401
23833	24401
23834	24401
23835	24402
23836	24402
23837	24402
23838	24403
23839	24403
23840	24403
23841	24404
23842	24404
23843	24404
23844	24405
23845	24405
23846	24405
23847	24454
23848	24454
23849	24454
23850	24454
23851	24454
23852	24454
23853	24454
23854	24454
23855	24454
23856	24454
23857	24454
23858	24454
23859	24454
23860	24454
23861	24454
23862	24454
23863	24461
23864	24461
23865	24461
23866	24462
23867	24462
23868	24462
23869	24463
23870	24463
23871	24463
23872	24463
23873	24463
23874	24464
23875	24464
23876	24464
23877	24466
23878	24466
23880	24466
23881	24467
23882	24467
23883	24467
23884	24467
23885	24468
23886	24468
23887	24468
23888	24468
23889	24469
23890	24469
23891	24469
23892	24469
23893	24470
23894	24470
23895	24470
23896	24470
23897	24471
23898	24471
23899	24471
23900	24471
23901	24472
23902	24472
23903	24472
23904	24472
23925	24501
23926	24501
23927	24501
23938	24502
23939	24502
23940	24502
23941	24502
23942	24502
23943	24503
23944	24503
23945	24503
23950	24504
23951	24504
23952	24526
23953	24526
23954	24526
23955	24526
23956	24526
23957	24526
23958	24526
23959	24526
23960	24527
23961	24527
23962	24528
23963	24528
23964	24528
23965	24529
23966	24529
23967	24530
23968	24531
23969	24531
23970	24531
23971	24532
23972	24532
23973	24532
23974	24532
23975	24533
23976	24533
23977	24534
23978	24534
23979	24535
23980	24536
23981	24536
23982	24536
23983	24536
23984	24537
23985	24537
23986	24537
23987	24537
23988	24537
23989	24537
23990	24538
23991	24538
23992	24538
23993	24538
23994	24538
23995	24538
23996	24541
23997	24541
23998	24544
23999	24544
24000	24544
24001	24544
24002	24550
24003	24551
24004	24551
24005	24551
24006	24552
24007	24552
24008	24552
24009	24554
24010	24554
24011	24554
24012	24555
24013	24556
24014	24556
24015	24557
24016	24559
24017	24559
24018	24562
24019	24562
24020	24563
24021	24563
24022	24563
24023	24563
24024	24567
24025	24567
24026	24567
24027	24568
24028	24568
24029	24568
24030	24568
24031	24568
24032	24569
24033	24569
24034	24569
24035	24569
24036	24578
24037	24578
24038	24579
24039	24579
24040	24579
24041	24579
24042	24579
24043	24579
24044	24579
24045	24580
